Exercício: 2018
Período: 3o. quadrimestre
Escopo: Estados/DF
Anexo 02 - Demonstrativo da Dívida Consolidada Líquida
Tabela: Dívida Consolidada Líquida
Instituição;Cod.IBGE;UF;PODER;População;Coluna;Conta;Valor
Governo do Estado de Santa Catarina;42;SC;Executivo;6910553;"SALDO DO EXERCÍCIO ANTERIOR";"Com Instituição Não Financeira";645241,91
Governo do Estado de Santa Catarina;42;SC;Executivo;6910553;"SALDO DO EXERCÍCIO ANTERIOR";"Demais Dívidas Contratuais";0,00
Governo do Estado de Santa Catarina;42;SC;Executivo;6910553;"SALDO DO EXERCÍCIO ANTERIOR";"Precatórios Posteriores a 05/05/2000 (inclusive) Vencidos e Não Pagos";2303627175,19
Governo do Estado de Santa Catarina;42;SC;Executivo;6910553;"SALDO DO EXERCÍCIO ANTERIOR";"Outras Dívidas";701123211,69
Governo do Estado de Santa Catarina;42;SC;Executivo;6910553;"SALDO DO EXERCÍCIO ANTERIOR";"DEDUÇÕES (II)";12427017401,49
Governo do Estado de Santa Catarina;42;SC;Executivo;6910553;"SALDO DO EXERCÍCIO ANTERIOR";"Disponibilidade de Caixa";9209288955,69
Governo do Estado de Santa Catarina;42;SC;Executivo;6910553;"SALDO DO EXERCÍCIO ANTERIOR";"Disponibilidade de Caixa Bruta";9613679322,9
Governo do Estado de Santa Catarina;42;SC;Executivo;6910553;"SALDO DO EXERCÍCIO ANTERIOR";"(-) Restos a Pagar Processados";404390367,21
Governo do Estado de Santa Catarina;42;SC;Executivo;6910553;"SALDO DO EXERCÍCIO ANTERIOR";"Demais Haveres Financeiros";3217728445,8
Governo do Estado de Santa Catarina;42;SC;Executivo;6910553;"SALDO DO EXERCÍCIO ANTERIOR";"DÍVIDA CONSOLIDADA LÍQUIDA (DCL) (III) = (I - II)";10797795560,47
Governo do Estado de Santa Catarina;42;SC;Executivo;6910553;"SALDO DO EXERCÍCIO ANTERIOR";"RECEITA CORRENTE LÍQUIDA - RCL";21132256296,12
Governo do Estado de Santa Catarina;42;SC;Executivo;6910553;"SALDO DO EXERCÍCIO ANTERIOR";"% da DC sobre a RCL (I/RCL)";109,9
Governo do Estado de Santa Catarina;42;SC;Executivo;6910553;"SALDO DO EXERCÍCIO ANTERIOR";"% da DCL sobre a RCL (III/RCL)";51,1
Governo do Estado de Santa Catarina;42;SC;Executivo;6910553;"SALDO DO EXERCÍCIO ANTERIOR";"LIMITE DEFINIDO POR RESOLUÇÃO DO SENADO FEDERAL";42264512592,24
Governo do Estado de Santa Catarina;42;SC;Executivo;6910553;"SALDO DO EXERCÍCIO ANTERIOR";"LIMITE DE ALERTA (inciso III do § 1º do art. 59 da LRF)";38038061333,02
Governo do Estado de Santa Catarina;42;SC;Executivo;6910553;"SALDO DO EXERCÍCIO ANTERIOR";"Precatórios Anteriores a 05/05/2000";7762739,97
Governo do Estado de Santa Catarina;42;SC;Executivo;6910553;"SALDO DO EXERCÍCIO ANTERIOR";"Precatórios Posteriores a 05/05/2000 (Não incluídos na DC)";0,00
Governo do Estado de Santa Catarina;42;SC;Executivo;6910553;"SALDO DO EXERCÍCIO ANTERIOR";"Passivo Atuarial";145563841267,07
Governo do Estado de Santa Catarina;42;SC;Executivo;6910553;"SALDO DO EXERCÍCIO ANTERIOR";"Insuficiência Financeira";0,00
Governo do Estado de Santa Catarina;42;SC;Executivo;6910553;"SALDO DO EXERCÍCIO ANTERIOR";"Depósitos e Consignações Sem Contrapartida";5901392604,3
Governo do Estado de Santa Catarina;42;SC;Executivo;6910553;"SALDO DO EXERCÍCIO ANTERIOR";"RP Não-Processados";0,00
Governo do Estado de Santa Catarina;42;SC;Executivo;6910553;"SALDO DO EXERCÍCIO ANTERIOR";"Antecipações de Receita Orçamentária - ARO";0,00
Governo do Estado de Santa Catarina;42;SC;Executivo;6910553;"SALDO DO EXERCÍCIO ANTERIOR";"Dívida Contratual de PPP";0,00
Governo do Estado de Santa Catarina;42;SC;Executivo;6910553;"SALDO DO EXERCÍCIO ANTERIOR";"Apropriação de Depósitos Judiciais - LC 151/2015";0,00
Governo do Estado de Santa Catarina;42;SC;Executivo;6910553;"Até o 1º Quadrimestre";"DÍVIDA CONSOLIDADA - DC (I)";23622912308,63
Governo do Estado de Santa Catarina;42;SC;Executivo;6910553;"Até o 1º Quadrimestre";"Dívida Mobiliária";0,00
Governo do Estado de Santa Catarina;42;SC;Executivo;6910553;"Até o 1º Quadrimestre";"Dívida Contratual";20570842321,13
Governo do Estado de Santa Catarina;42;SC;Executivo;6910553;"Até o 1º Quadrimestre";"Empréstimos";19959647423,33
Governo do Estado de Santa Catarina;42;SC;Executivo;6910553;"Até o 1º Quadrimestre";"Internos";16522047848,32
Governo do Estado de Santa Catarina;42;SC;Executivo;6910553;"Até o 1º Quadrimestre";"Externos";3437599575,01
Governo do Estado de Santa Catarina;42;SC;Executivo;6910553;"Até o 1º Quadrimestre";"Reestruturação da Dívida de Estados e Municípios";0,00
Governo do Estado de Santa Catarina;42;SC;Executivo;6910553;"Até o 1º Quadrimestre";"Financiamentos";17635752,43
Governo do Estado de Santa Catarina;42;SC;Executivo;6910553;"Até o 1º Quadrimestre";"Internos";17635752,43
Governo do Estado de Santa Catarina;42;SC;Executivo;6910553;"Até o 1º Quadrimestre";"Externos";0,00
Governo do Estado de Santa Catarina;42;SC;Executivo;6910553;"Até o 1º Quadrimestre";"Parcelamento e Renegociação de Dívidas";593559145,37
Governo do Estado de Santa Catarina;42;SC;Executivo;6910553;"Até o 1º Quadrimestre";"De Tributos";0,00
Governo do Estado de Santa Catarina;42;SC;Executivo;6910553;"Até o 1º Quadrimestre";"De Contribuições Previdenciárias";323982805,65
Governo do Estado de Santa Catarina;42;SC;Executivo;6910553;"Até o 1º Quadrimestre";"De Demais Contribuições Sociais";268936191,08
Governo do Estado de Santa Catarina;42;SC;Executivo;6910553;"Até o 1º Quadrimestre";"Do FGTS";0,00
Governo do Estado de Santa Catarina;42;SC;Executivo;6910553;"Até o 1º Quadrimestre";"Com Instituição Não Financeira";640148,64
Governo do Estado de Santa Catarina;42;SC;Executivo;6910553;"Até o 1º Quadrimestre";"Demais Dívidas Contratuais";0,00
Governo do Estado de Santa Catarina;42;SC;Executivo;6910553;"Até o 1º Quadrimestre";"Precatórios Posteriores a 05/05/2000 (inclusive) Vencidos e Não Pagos";2368073748,5
Governo do Estado de Santa Catarina;42;SC;Executivo;6910553;"Até o 1º Quadrimestre";"Outras Dívidas";683996239,00
Governo do Estado de Santa Catarina;42;SC;Executivo;6910553;"Até o 1º Quadrimestre";"DEDUÇÕES (II)";4346985383,25
Governo do Estado de Santa Catarina;42;SC;Executivo;6910553;"Até o 1º Quadrimestre";"Disponibilidade de Caixa";3989916534,14
Governo do Estado de Santa Catarina;42;SC;Executivo;6910553;"Até o 1º Quadrimestre";"Disponibilidade de Caixa Bruta";4164779012,92
Governo do Estado de Santa Catarina;42;SC;Executivo;6910553;"Até o 1º Quadrimestre";"(-) Restos a Pagar Processados";174862478,78
Governo do Estado de Santa Catarina;42;SC;Executivo;6910553;"Até o 1º Quadrimestre";"Demais Haveres Financeiros";357068849,11
Governo do Estado de Santa Catarina;42;SC;Executivo;6910553;"Até o 1º Quadrimestre";"DÍVIDA CONSOLIDADA LÍQUIDA (DCL) (III) = (I - II)";19275926925,38
Governo do Estado de Santa Catarina;42;SC;Executivo;6910553;"Até o 1º Quadrimestre";"RECEITA CORRENTE LÍQUIDA - RCL";21542091051,84
Governo do Estado de Santa Catarina;42;SC;Executivo;6910553;"Até o 1º Quadrimestre";"% da DC sobre a RCL (I/RCL)";109,66
Governo do Estado de Santa Catarina;42;SC;Executivo;6910553;"Até o 1º Quadrimestre";"% da DCL sobre a RCL (III/RCL)";89,48
Governo do Estado de Santa Catarina;42;SC;Executivo;6910553;"Até o 1º Quadrimestre";"LIMITE DEFINIDO POR RESOLUÇÃO DO SENADO FEDERAL";43084182103,68
Governo do Estado de Santa Catarina;42;SC;Executivo;6910553;"Até o 1º Quadrimestre";"LIMITE DE ALERTA (inciso III do § 1º do art. 59 da LRF)";38775763893,31
Governo do Estado de Santa Catarina;42;SC;Executivo;6910553;"Até o 1º Quadrimestre";"Precatórios Anteriores a 05/05/2000";7896920,36
Governo do Estado de Santa Catarina;42;SC;Executivo;6910553;"Até o 1º Quadrimestre";"Precatórios Posteriores a 05/05/2000 (Não incluídos na DC)";0,00
Governo do Estado de Santa Catarina;42;SC;Executivo;6910553;"Até o 1º Quadrimestre";"Passivo Atuarial";145563841267,07
Governo do Estado de Santa Catarina;42;SC;Executivo;6910553;"Até o 1º Quadrimestre";"Insuficiência Financeira";0,00
Governo do Estado de Santa Catarina;42;SC;Executivo;6910553;"Até o 1º Quadrimestre";"Depósitos e Consignações Sem Contrapartida";6110704013,96
Governo do Estado de Santa Catarina;42;SC;Executivo;6910553;"Até o 1º Quadrimestre";"RP Não-Processados";27231385,89
Governo do Estado de Santa Catarina;42;SC;Executivo;6910553;"Até o 1º Quadrimestre";"Antecipações de Receita Orçamentária - ARO";0,00
Governo do Estado de Santa Catarina;42;SC;Executivo;6910553;"Até o 1º Quadrimestre";"Dívida Contratual de PPP";0,00
Governo do Estado de Santa Catarina;42;SC;Executivo;6910553;"Até o 1º Quadrimestre";"Apropriação de Depósitos Judiciais - LC 151/2015";509167194,21
Governo do Estado de Santa Catarina;42;SC;Executivo;6910553;"Até o 2º Quadrimestre";"DÍVIDA CONSOLIDADA - DC (I)";24652238954,38
Governo do Estado de Santa Catarina;42;SC;Executivo;6910553;"Até o 2º Quadrimestre";"Dívida Mobiliária";0,00
Governo do Estado de Santa Catarina;42;SC;Executivo;6910553;"Até o 2º Quadrimestre";"Dívida Contratual";21433487022,57
Governo do Estado de Santa Catarina;42;SC;Executivo;6910553;"Até o 2º Quadrimestre";"Empréstimos";20829777008,17
Governo do Estado de Santa Catarina;42;SC;Executivo;6910553;"Até o 2º Quadrimestre";"Internos";16932373449,44
Governo do Estado de Santa Catarina;42;SC;Executivo;6910553;"Até o 2º Quadrimestre";"Externos";3897403558,73
Governo do Estado de Santa Catarina;42;SC;Executivo;6910553;"Até o 2º Quadrimestre";"Reestruturação da Dívida de Estados e Municípios";0,00
Governo do Estado de Santa Catarina;42;SC;Executivo;6910553;"Até o 2º Quadrimestre";"Financiamentos";17083889,15
Governo do Estado de Santa Catarina;42;SC;Executivo;6910553;"Até o 2º Quadrimestre";"Internos";17083889,15
Governo do Estado de Santa Catarina;42;SC;Executivo;6910553;"Até o 2º Quadrimestre";"Externos";0,00
Governo do Estado de Santa Catarina;42;SC;Executivo;6910553;"Até o 2º Quadrimestre";"Parcelamento e Renegociação de Dívidas";586626125,25
Governo do Estado de Santa Catarina;42;SC;Executivo;6910553;"Até o 2º Quadrimestre";"De Tributos";0,00
Governo do Estado de Santa Catarina;42;SC;Executivo;6910553;"Até o 2º Quadrimestre";"De Contribuições Previdenciárias";320847525,11
Governo do Estado de Santa Catarina;42;SC;Executivo;6910553;"Até o 2º Quadrimestre";"De Demais Contribuições Sociais";265159373,75
Governo do Estado de Santa Catarina;42;SC;Executivo;6910553;"Até o 2º Quadrimestre";"Do FGTS";0,00
Governo do Estado de Santa Catarina;42;SC;Executivo;6910553;"Até o 2º Quadrimestre";"Com Instituição Não Financeira";619226,39
Governo do Estado de Santa Catarina;42;SC;Executivo;6910553;"Até o 2º Quadrimestre";"Demais Dívidas Contratuais";0,00
Governo do Estado de Santa Catarina;42;SC;Executivo;6910553;"Até o 2º Quadrimestre";"Precatórios Posteriores a 05/05/2000 (inclusive) Vencidos e Não Pagos";2587537091,08
Governo do Estado de Santa Catarina;42;SC;Executivo;6910553;"Até o 2º Quadrimestre";"Outras Dívidas";631214840,73
Governo do Estado de Santa Catarina;42;SC;Executivo;6910553;"Até o 2º Quadrimestre";"DEDUÇÕES (II)";3955306212,18
Governo do Estado de Santa Catarina;42;SC;Executivo;6910553;"Até o 2º Quadrimestre";"Disponibilidade de Caixa";3597463529,25
Governo do Estado de Santa Catarina;42;SC;Executivo;6910553;"Até o 2º Quadrimestre";"Disponibilidade de Caixa Bruta";3741391554,81
Governo do Estado de Santa Catarina;42;SC;Executivo;6910553;"Até o 2º Quadrimestre";"(-) Restos a Pagar Processados";143928025,56
Governo do Estado de Santa Catarina;42;SC;Executivo;6910553;"Até o 2º Quadrimestre";"Demais Haveres Financeiros";357842682,93
Governo do Estado de Santa Catarina;42;SC;Executivo;6910553;"Até o 2º Quadrimestre";"DÍVIDA CONSOLIDADA LÍQUIDA (DCL) (III) = (I - II)";20696932742,2
Governo do Estado de Santa Catarina;42;SC;Executivo;6910553;"Até o 2º Quadrimestre";"RECEITA CORRENTE LÍQUIDA - RCL";21921199488,3
Governo do Estado de Santa Catarina;42;SC;Executivo;6910553;"Até o 2º Quadrimestre";"% da DC sobre a RCL (I/RCL)";112,46
Governo do Estado de Santa Catarina;42;SC;Executivo;6910553;"Até o 2º Quadrimestre";"% da DCL sobre a RCL (III/RCL)";94,42
Governo do Estado de Santa Catarina;42;SC;Executivo;6910553;"Até o 2º Quadrimestre";"LIMITE DEFINIDO POR RESOLUÇÃO DO SENADO FEDERAL";43842398976,6
Governo do Estado de Santa Catarina;42;SC;Executivo;6910553;"Até o 2º Quadrimestre";"LIMITE DE ALERTA (inciso III do § 1º do art. 59 da LRF)";39458159078,94
Governo do Estado de Santa Catarina;42;SC;Executivo;6910553;"Até o 2º Quadrimestre";"Precatórios Anteriores a 05/05/2000";8144699,54
Governo do Estado de Santa Catarina;42;SC;Executivo;6910553;"Até o 2º Quadrimestre";"Precatórios Posteriores a 05/05/2000 (Não incluídos na DC)";0,00
Governo do Estado de Santa Catarina;42;SC;Executivo;6910553;"Até o 2º Quadrimestre";"Passivo Atuarial";145563841267,07
Governo do Estado de Santa Catarina;42;SC;Executivo;6910553;"Até o 2º Quadrimestre";"Insuficiência Financeira";0,00
Governo do Estado de Santa Catarina;42;SC;Executivo;6910553;"Até o 2º Quadrimestre";"Depósitos e Consignações Sem Contrapartida";6110704013,96
Governo do Estado de Santa Catarina;42;SC;Executivo;6910553;"Até o 2º Quadrimestre";"RP Não-Processados";17152085,57
Governo do Estado de Santa Catarina;42;SC;Executivo;6910553;"Até o 2º Quadrimestre";"Antecipações de Receita Orçamentária - ARO";0,00
Governo do Estado de Santa Catarina;42;SC;Executivo;6910553;"Até o 2º Quadrimestre";"Dívida Contratual de PPP";0,00
Governo do Estado de Santa Catarina;42;SC;Executivo;6910553;"Até o 2º Quadrimestre";"Apropriação de Depósitos Judiciais - LC 151/2015";509167194,21
Governo do Estado de Santa Catarina;42;SC;Executivo;6910553;"Até o 3º Quadrimestre";"DÍVIDA CONSOLIDADA - DC (I)";24033977412,19
Governo do Estado de Santa Catarina;42;SC;Executivo;6910553;"Até o 3º Quadrimestre";"Dívida Mobiliária";0,00
Governo do Estado de Santa Catarina;42;SC;Executivo;6910553;"Até o 3º Quadrimestre";"Dívida Contratual";20856192281,63
Governo do Estado de Santa Catarina;42;SC;Executivo;6910553;"Até o 3º Quadrimestre";"Empréstimos";20239882467,05
Governo do Estado de Santa Catarina;42;SC;Executivo;6910553;"Até o 3º Quadrimestre";"Internos";16802329267,47
Governo do Estado de Santa Catarina;42;SC;Executivo;6910553;"Até o 3º Quadrimestre";"Externos";3437553199,58
Governo do Estado de Santa Catarina;42;SC;Executivo;6910553;"Até o 3º Quadrimestre";"Reestruturação da Dívida de Estados e Municípios";0,00
Governo do Estado de Santa Catarina;42;SC;Executivo;6910553;"Até o 3º Quadrimestre";"Financiamentos";17083889,15
Governo do Estado de Santa Catarina;42;SC;Executivo;6910553;"Até o 3º Quadrimestre";"Internos";17083889,15
Governo do Estado de Santa Catarina;42;SC;Executivo;6910553;"Até o 3º Quadrimestre";"Externos";0,00
Governo do Estado de Santa Catarina;42;SC;Executivo;6910553;"Até o 3º Quadrimestre";"Parcelamento e Renegociação de Dívidas";599225925,43
Governo do Estado de Santa Catarina;42;SC;Executivo;6910553;"Até o 3º Quadrimestre";"De Tributos";0,00
Governo do Estado de Santa Catarina;42;SC;Executivo;6910553;"Até o 3º Quadrimestre";"De Contribuições Previdenciárias";315979144,87
Governo do Estado de Santa Catarina;42;SC;Executivo;6910553;"Até o 3º Quadrimestre";"De Demais Contribuições Sociais";269074406,93
Governo do Estado de Santa Catarina;42;SC;Executivo;6910553;"Até o 3º Quadrimestre";"Do FGTS";0,00
Governo do Estado de Santa Catarina;42;SC;Executivo;6910553;"Até o 3º Quadrimestre";"Com Instituição Não Financeira";14172373,63
Governo do Estado de Santa Catarina;42;SC;Executivo;6910553;"Até o 3º Quadrimestre";"Demais Dívidas Contratuais";0,00
Governo do Estado de Santa Catarina;42;SC;Executivo;6910553;"Até o 3º Quadrimestre";"Precatórios Posteriores a 05/05/2000 (inclusive) Vencidos e Não Pagos";2599503312,21
Governo do Estado de Santa Catarina;42;SC;Executivo;6910553;"Até o 3º Quadrimestre";"Outras Dívidas";578281818,35
Governo do Estado de Santa Catarina;42;SC;Executivo;6910553;"Até o 3º Quadrimestre";"DEDUÇÕES (II)";2867691559,97
Governo do Estado de Santa Catarina;42;SC;Executivo;6910553;"Até o 3º Quadrimestre";"Disponibilidade de Caixa";2512101809,55
Governo do Estado de Santa Catarina;42;SC;Executivo;6910553;"Até o 3º Quadrimestre";"Disponibilidade de Caixa Bruta";2656029835,11
Governo do Estado de Santa Catarina;42;SC;Executivo;6910553;"Até o 3º Quadrimestre";"(-) Restos a Pagar Processados";143928025,56
Governo do Estado de Santa Catarina;42;SC;Executivo;6910553;"Até o 3º Quadrimestre";"Demais Haveres Financeiros";355589750,42
Governo do Estado de Santa Catarina;42;SC;Executivo;6910553;"Até o 3º Quadrimestre";"DÍVIDA CONSOLIDADA LÍQUIDA (DCL) (III) = (I - II)";21166285852,22
Governo do Estado de Santa Catarina;42;SC;Executivo;6910553;"Até o 3º Quadrimestre";"RECEITA CORRENTE LÍQUIDA - RCL";22773760288,74
Governo do Estado de Santa Catarina;42;SC;Executivo;6910553;"Até o 3º Quadrimestre";"% da DC sobre a RCL (I/RCL)";105,53
Governo do Estado de Santa Catarina;42;SC;Executivo;6910553;"Até o 3º Quadrimestre";"% da DCL sobre a RCL (III/RCL)";92,94
Governo do Estado de Santa Catarina;42;SC;Executivo;6910553;"Até o 3º Quadrimestre";"LIMITE DEFINIDO POR RESOLUÇÃO DO SENADO FEDERAL";45547520577,48
Governo do Estado de Santa Catarina;42;SC;Executivo;6910553;"Até o 3º Quadrimestre";"LIMITE DE ALERTA (inciso III do § 1º do art. 59 da LRF)";40992768519,73
Governo do Estado de Santa Catarina;42;SC;Executivo;6910553;"Até o 3º Quadrimestre";"Precatórios Anteriores a 05/05/2000";9212493,12
Governo do Estado de Santa Catarina;42;SC;Executivo;6910553;"Até o 3º Quadrimestre";"Precatórios Posteriores a 05/05/2000 (Não incluídos na DC)";0,00
Governo do Estado de Santa Catarina;42;SC;Executivo;6910553;"Até o 3º Quadrimestre";"Passivo Atuarial";152523611725,04
Governo do Estado de Santa Catarina;42;SC;Executivo;6910553;"Até o 3º Quadrimestre";"Insuficiência Financeira";0,00
Governo do Estado de Santa Catarina;42;SC;Executivo;6910553;"Até o 3º Quadrimestre";"Depósitos e Consignações Sem Contrapartida";6022141867,93
Governo do Estado de Santa Catarina;42;SC;Executivo;6910553;"Até o 3º Quadrimestre";"RP Não-Processados";20401,06
Governo do Estado de Santa Catarina;42;SC;Executivo;6910553;"Até o 3º Quadrimestre";"Antecipações de Receita Orçamentária - ARO";0,00
Governo do Estado de Santa Catarina;42;SC;Executivo;6910553;"Até o 3º Quadrimestre";"Dívida Contratual de PPP";0,00
Governo do Estado de Santa Catarina;42;SC;Executivo;6910553;"Até o 3º Quadrimestre";"Apropriação de Depósitos Judiciais - LC 151/2015";509167194,21
Governo do Estado da Bahia;29;BA;Executivo;15276566;"SALDO DO EXERCÍCIO ANTERIOR";"DÍVIDA CONSOLIDADA - DC (I)";22677725517,09
Governo do Estado da Bahia;29;BA;Executivo;15276566;"SALDO DO EXERCÍCIO ANTERIOR";"Dívida Contratual";18534594879,22
Governo do Estado da Bahia;29;BA;Executivo;15276566;"SALDO DO EXERCÍCIO ANTERIOR";"Reestruturação da Dívida de Estados e Municípios";5012600839,32
Governo do Estado da Bahia;29;BA;Executivo;15276566;"SALDO DO EXERCÍCIO ANTERIOR";"Financiamentos";12983848373,32
Governo do Estado da Bahia;29;BA;Executivo;15276566;"SALDO DO EXERCÍCIO ANTERIOR";"Internos";4914386509,28
Governo do Estado da Bahia;29;BA;Executivo;15276566;"SALDO DO EXERCÍCIO ANTERIOR";"Externos";8069461864,04
Governo do Estado da Bahia;29;BA;Executivo;15276566;"SALDO DO EXERCÍCIO ANTERIOR";"Parcelamento e Renegociação de Dívidas";538145666,58
Governo do Estado da Bahia;29;BA;Executivo;15276566;"SALDO DO EXERCÍCIO ANTERIOR";"De Contribuições Previdenciárias";438495276,96
Governo do Estado da Bahia;29;BA;Executivo;15276566;"SALDO DO EXERCÍCIO ANTERIOR";"De Demais Contribuições Sociais";94957595,49
Governo do Estado da Bahia;29;BA;Executivo;15276566;"SALDO DO EXERCÍCIO ANTERIOR";"Do FGTS";4692794,13
Governo do Estado da Bahia;29;BA;Executivo;15276566;"SALDO DO EXERCÍCIO ANTERIOR";"Precatórios Posteriores a 05/05/2000 (inclusive) Vencidos e Não Pagos";3933028800,96
Governo do Estado da Bahia;29;BA;Executivo;15276566;"SALDO DO EXERCÍCIO ANTERIOR";"Outras Dívidas";210101836,91
Governo do Estado da Bahia;29;BA;Executivo;15276566;"SALDO DO EXERCÍCIO ANTERIOR";"DEDUÇÕES (II)";5471879699,00
Governo do Estado da Bahia;29;BA;Executivo;15276566;"SALDO DO EXERCÍCIO ANTERIOR";"Disponibilidade de Caixa";4704104738,49
Governo do Estado da Bahia;29;BA;Executivo;15276566;"SALDO DO EXERCÍCIO ANTERIOR";"Disponibilidade de Caixa Bruta";5027064617,1
Governo do Estado da Bahia;29;BA;Executivo;15276566;"SALDO DO EXERCÍCIO ANTERIOR";"(-) Restos a Pagar Processados";322959878,61
Governo do Estado da Bahia;29;BA;Executivo;15276566;"SALDO DO EXERCÍCIO ANTERIOR";"Demais Haveres Financeiros";767774960,51
Governo do Estado da Bahia;29;BA;Executivo;15276566;"SALDO DO EXERCÍCIO ANTERIOR";"DÍVIDA CONSOLIDADA LÍQUIDA (DCL) (III) = (I - II)";17205845818,09
Governo do Estado da Bahia;29;BA;Executivo;15276566;"SALDO DO EXERCÍCIO ANTERIOR";"RECEITA CORRENTE LÍQUIDA - RCL";29952763445,46
Governo do Estado da Bahia;29;BA;Executivo;15276566;"SALDO DO EXERCÍCIO ANTERIOR";"% da DC sobre a RCL (I/RCL)";75,71
Governo do Estado da Bahia;29;BA;Executivo;15276566;"SALDO DO EXERCÍCIO ANTERIOR";"% da DCL sobre a RCL (III/RCL)";57,44
Governo do Estado da Bahia;29;BA;Executivo;15276566;"SALDO DO EXERCÍCIO ANTERIOR";"LIMITE DEFINIDO POR RESOLUÇÃO DO SENADO FEDERAL";59905526890,92
Governo do Estado da Bahia;29;BA;Executivo;15276566;"SALDO DO EXERCÍCIO ANTERIOR";"LIMITE DE ALERTA (inciso III do § 1º do art. 59 da LRF)";53914974201,83
Governo do Estado da Bahia;29;BA;Executivo;15276566;"SALDO DO EXERCÍCIO ANTERIOR";"Passivo Atuarial";181827201787,11
Governo do Estado da Bahia;29;BA;Executivo;15276566;"SALDO DO EXERCÍCIO ANTERIOR";"Depósitos e Consignações Sem Contrapartida";1032688005,18
Governo do Estado da Bahia;29;BA;Executivo;15276566;"SALDO DO EXERCÍCIO ANTERIOR";"RP Não-Processados";584951609,84
Governo do Estado da Bahia;29;BA;Executivo;15276566;"SALDO DO EXERCÍCIO ANTERIOR";"Dívida Contratual de PPP";536659937,38
Governo do Estado da Bahia;29;BA;Executivo;15276566;"SALDO DO EXERCÍCIO ANTERIOR";"Apropriação de Depósitos Judiciais - LC 151/2015";658745477,98
Governo do Estado da Bahia;29;BA;Executivo;15276566;"Até o 1º Quadrimestre";"DÍVIDA CONSOLIDADA - DC (I)";23064484398,4
Governo do Estado da Bahia;29;BA;Executivo;15276566;"Até o 1º Quadrimestre";"Dívida Contratual";18907379587,26
Governo do Estado da Bahia;29;BA;Executivo;15276566;"Até o 1º Quadrimestre";"Reestruturação da Dívida de Estados e Municípios";5072576592,14
Governo do Estado da Bahia;29;BA;Executivo;15276566;"Até o 1º Quadrimestre";"Financiamentos";13420700373,59
Governo do Estado da Bahia;29;BA;Executivo;15276566;"Até o 1º Quadrimestre";"Internos";4919071690,41
Governo do Estado da Bahia;29;BA;Executivo;15276566;"Até o 1º Quadrimestre";"Externos";8501628683,18
Governo do Estado da Bahia;29;BA;Executivo;15276566;"Até o 1º Quadrimestre";"Parcelamento e Renegociação de Dívidas";414102621,53
Governo do Estado da Bahia;29;BA;Executivo;15276566;"Até o 1º Quadrimestre";"De Contribuições Previdenciárias";314520289,04
Governo do Estado da Bahia;29;BA;Executivo;15276566;"Até o 1º Quadrimestre";"De Demais Contribuições Sociais";95067672,94
Governo do Estado da Bahia;29;BA;Executivo;15276566;"Até o 1º Quadrimestre";"Do FGTS";4514659,55
