Exercício: 2019
Período: 3o. quadrimestre
Escopo: Federal
Anexo 02 - Demonstrativo da Dívida Consolidada Líquida
Tabela: Dívida Consolidada Líquida
Instituição;Cod.IBGE;UF;PODER;População;Coluna;Conta;Valor
Governo Federal;1;BR;Executivo;8569324;"Até o 1º Quadrimestre";"Dívida Contratual";38409099687,74
Governo Federal;1;BR;Executivo;8569324;"Até o 1º Quadrimestre";"Precatórios posteriores a 05/05/2000 (inclusive)";2614105305,63
Governo Federal;1;BR;Executivo;8569324;"Até o 1º Quadrimestre";"Dívida Assumida pela União (Lei nº 8.727/1993)";1882411292,5
Governo Federal;1;BR;Executivo;8569324;"Até o 1º Quadrimestre";"Outras Dívidas";2056561192,25
Governo Federal;1;BR;Executivo;8569324;"Até o 1º Quadrimestre";"Passivos reconhecidos com insuficiência de créditos / recursos";2056561192,25
Governo Federal;1;BR;Executivo;8569324;"Até o 1º Quadrimestre";"DEDUÇÕES (II)";2470513842273,58
Governo Federal;1;BR;Executivo;8569324;"Até o 1º Quadrimestre";"Ativo Disponível";1173014572141,42
Governo Federal;1;BR;Executivo;8569324;"Até o 1º Quadrimestre";"Depósitos do TN no BCB";1170533764093,6
Governo Federal;1;BR;Executivo;8569324;"Até o 1º Quadrimestre";"Depósitos à Vista";2480808047,82
Governo Federal;1;BR;Executivo;8569324;"Até o 1º Quadrimestre";"Haveres Financeiros";1363218515638,13
Governo Federal;1;BR;Executivo;8569324;"Até o 1º Quadrimestre";"Aplicações Financeiras";390965631229,25
Governo Federal;1;BR;Executivo;8569324;"Até o 1º Quadrimestre";"Disponibilidades do FAT";303827233547,96
Governo Federal;1;BR;Executivo;8569324;"Até o 1º Quadrimestre";"Aplicações de Fundos Diversos Junto ao Setor Privado";87138397681,29
Governo Federal;1;BR;Executivo;8569324;"Até o 1º Quadrimestre";"Renegociação de Dívidas de Entes da Federação";595093076889,27
Governo Federal;1;BR;Executivo;8569324;"Até o 1º Quadrimestre";"Dívida Renegociada de Estados e Municípios (Lei nº 9.496/1997 e MP nº 2.185/2001)";576364149041,81
Governo Federal;1;BR;Executivo;8569324;"Até o 1º Quadrimestre";"Créditos da Lei nº 8.727/93";7863833471,15
Governo Federal;1;BR;Executivo;8569324;"Até o 1º Quadrimestre";"Dívida Externa Renegociada (Aviso MF nº 30 e outros)";6847383155,24
Governo Federal;1;BR;Executivo;8569324;"Até o 1º Quadrimestre";"Demais Dívidas Renegociadas";30513797713,23
Governo Federal;1;BR;Executivo;8569324;"Até o 1º Quadrimestre";"Ajustes para Perdas";-26496086492,16
Governo Federal;1;BR;Executivo;8569324;"Até o 1º Quadrimestre";"Demais Ativos Financeiros";377159807519,61
Governo Federal;1;BR;Executivo;8569324;"Até o 1º Quadrimestre";"Outros Créditos Bancários";384803650959,8
Governo Federal;1;BR;Executivo;8569324;"Até o 1º Quadrimestre";"Ajustes para Perdas";-7643843440,19
Governo Federal;1;BR;Executivo;8569324;"Até o 1º Quadrimestre";"(-) Restos a Pagar Processados";65719245505,97
Governo Federal;1;BR;Executivo;8569324;"Até o 1º Quadrimestre";"DÍVIDA CONSOLIDADA LÍQUIDA (DCL) (III) = (I - II)";3311454390527,81
Governo Federal;1;BR;Executivo;8569324;"Até o 1º Quadrimestre";"RECEITA CORRENTE LÍQUIDA - RCL";818616620128,93
Governo Federal;1;BR;Executivo;8569324;"Até o 1º Quadrimestre";"% da DC sobre a RCL (I/RCL)";706,31
Governo Federal;1;BR;Executivo;8569324;"Até o 1º Quadrimestre";"% da DCL sobre a RCL (III/RCL)";404,52
Governo Federal;1;BR;Executivo;8569324;"Até o 2º Quadrimestre";"DÍVIDA CONSOLIDADA - DC (I)";5943381534028,21
Governo Federal;1;BR;Executivo;8569324;"Até o 2º Quadrimestre";"Dívida Mobiliária";5899099863008,81
Governo Federal;1;BR;Executivo;8569324;"Até o 2º Quadrimestre";"Dívida Mobiliária do TN Interna (em mercado)";3921796643733,04
Governo Federal;1;BR;Executivo;8569324;"Até o 2º Quadrimestre";"(-) Aplicações em Títulos Públicos";2672500523,3
Governo Federal;1;BR;Executivo;8569324;"Até o 2º Quadrimestre";"Dívida Mobiliária do TN Interna (em carteira BCB)";1820732042090,62
Governo Federal;1;BR;Executivo;8569324;"Até o 2º Quadrimestre";"Dívida Securitizada";6711949278,24
Governo Federal;1;BR;Executivo;8569324;"Até o 2º Quadrimestre";"Dívida Mobiliária Externa";146912901077,38
Governo Federal;1;BR;Executivo;8569324;"Até o 2º Quadrimestre";"Operações de Equalização Cambial - Relacionamento TN/BCB (Lei nº 11.803/08)";5618827352,83
Governo Federal;1;BR;Executivo;8569324;"Até o 2º Quadrimestre";"Dívida Contratual";38450968115,75
Governo Federal;1;BR;Executivo;8569324;"Até o 2º Quadrimestre";"Precatórios posteriores a 05/05/2000 (inclusive)";1963128027,15
Governo Federal;1;BR;Executivo;8569324;"Até o 2º Quadrimestre";"Dívida Assumida pela União (Lei nº 8.727/1993)";1958627758,02
Governo Federal;1;BR;Executivo;8569324;"Até o 2º Quadrimestre";"Outras Dívidas";1908947118,48
Governo Federal;1;BR;Executivo;8569324;"Até o 2º Quadrimestre";"Passivos reconhecidos com insuficiência de créditos / recursos";1908947118,48
Governo Federal;1;BR;Executivo;8569324;"Até o 2º Quadrimestre";"DEDUÇÕES (II)";2455648283350,74
Governo Federal;1;BR;Executivo;8569324;"Até o 2º Quadrimestre";"Ativo Disponível";1217631121009,93
Governo Federal;1;BR;Executivo;8569324;"Até o 2º Quadrimestre";"Depósitos do TN no BCB";1214964500422,26
Governo Federal;1;BR;Executivo;8569324;"Até o 2º Quadrimestre";"Depósitos à Vista";2666620587,67
Governo Federal;1;BR;Executivo;8569324;"Até o 2º Quadrimestre";"Haveres Financeiros";1323652077464,59
Governo Federal;1;BR;Executivo;8569324;"Até o 2º Quadrimestre";"Aplicações Financeiras";387738126852,15
Governo Federal;1;BR;Executivo;8569324;"Até o 2º Quadrimestre";"Disponibilidades do FAT";312074355292,84
Governo Federal;1;BR;Executivo;8569324;"Até o 2º Quadrimestre";"Aplicações de Fundos Diversos Junto ao Setor Privado";75663771559,31
Governo Federal;1;BR;Executivo;8569324;"Até o 2º Quadrimestre";"Renegociação de Dívidas de Entes da Federação";600245364604,31
Governo Federal;1;BR;Executivo;8569324;"Até o 2º Quadrimestre";"Dívida Renegociada de Estados e Municípios (Lei nº 9.496/1997 e MP nº 2.185/2001)";581848285085,96
Governo Federal;1;BR;Executivo;8569324;"Até o 2º Quadrimestre";"Créditos da Lei nº 8.727/93";7927159568,92
Governo Federal;1;BR;Executivo;8569324;"Até o 2º Quadrimestre";"Dívida Externa Renegociada (Aviso MF nº 30 e outros)";6937547211,89
Governo Federal;1;BR;Executivo;8569324;"Até o 2º Quadrimestre";"Demais Dívidas Renegociadas";34054692774,86
Governo Federal;1;BR;Executivo;8569324;"Até o 2º Quadrimestre";"Ajustes para Perdas";-30522320037,32
Governo Federal;1;BR;Executivo;8569324;"Até o 2º Quadrimestre";"Demais Ativos Financeiros";335668586008,13
Governo Federal;1;BR;Executivo;8569324;"Até o 2º Quadrimestre";"Outros Créditos Bancários";343353850818,09
Governo Federal;1;BR;Executivo;8569324;"Até o 2º Quadrimestre";"Ajustes para Perdas";-7685264809,96
Governo Federal;1;BR;Executivo;8569324;"Até o 2º Quadrimestre";"(-) Restos a Pagar Processados";85634915123,78
Governo Federal;1;BR;Executivo;8569324;"Até o 2º Quadrimestre";"DÍVIDA CONSOLIDADA LÍQUIDA (DCL) (III) = (I - II)";3487733250677,47
Governo Federal;1;BR;Executivo;8569324;"Até o 2º Quadrimestre";"RECEITA CORRENTE LÍQUIDA - RCL";829157292075,07
Governo Federal;1;BR;Executivo;8569324;"Até o 2º Quadrimestre";"% da DC sobre a RCL (I/RCL)";716,8
Governo Federal;1;BR;Executivo;8569324;"Até o 2º Quadrimestre";"% da DCL sobre a RCL (III/RCL)";420,64
Governo Federal;1;BR;Executivo;8569324;"Até o 3º Quadrimestre";"DÍVIDA CONSOLIDADA - DC (I)";6200607289885,82
Governo Federal;1;BR;Executivo;8569324;"Até o 3º Quadrimestre";"Dívida Mobiliária";6153021931943,19
Governo Federal;1;BR;Executivo;8569324;"Até o 3º Quadrimestre";"Dívida Mobiliária do TN Interna (em mercado)";4092301701826,7
Governo Federal;1;BR;Executivo;8569324;"Até o 3º Quadrimestre";"(-) Aplicações em Títulos Públicos";2738435662,91
Governo Federal;1;BR;Executivo;8569324;"Até o 3º Quadrimestre";"Dívida Mobiliária do TN Interna (em carteira BCB)";1900821454662,11
Governo Federal;1;BR;Executivo;8569324;"Até o 3º Quadrimestre";"Dívida Securitizada";4850147601,44
Governo Federal;1;BR;Executivo;8569324;"Até o 3º Quadrimestre";"Dívida Mobiliária Externa";151081376803,24
Governo Federal;1;BR;Executivo;8569324;"Até o 3º Quadrimestre";"Operações de Equalização Cambial - Relacionamento TN/BCB (Lei nº 11.803/08)";6705686712,61
Governo Federal;1;BR;Executivo;8569324;"Até o 3º Quadrimestre";"Dívida Contratual";40492803089,08
Governo Federal;1;BR;Executivo;8569324;"Até o 3º Quadrimestre";"Precatórios posteriores a 05/05/2000 (inclusive)";557029590,98
Governo Federal;1;BR;Executivo;8569324;"Até o 3º Quadrimestre";"Dívida Assumida pela União (Lei nº 8.727/1993)";2618374154,16
Governo Federal;1;BR;Executivo;8569324;"Até o 3º Quadrimestre";"Outras Dívidas";3917151108,41
Governo Federal;1;BR;Executivo;8569324;"Até o 3º Quadrimestre";"Passivos reconhecidos com insuficiência de créditos / recursos";3917151108,41
Governo Federal;1;BR;Executivo;8569324;"Até o 3º Quadrimestre";"DEDUÇÕES (II)";2616047355251,4
Governo Federal;1;BR;Executivo;8569324;"Até o 3º Quadrimestre";"Ativo Disponível";1438785412511,71
Governo Federal;1;BR;Executivo;8569324;"Até o 3º Quadrimestre";"Depósitos do TN no BCB";1436157354447,6
Governo Federal;1;BR;Executivo;8569324;"Até o 3º Quadrimestre";"Depósitos à Vista";2628058064,11
Governo Federal;1;BR;Executivo;8569324;"Até o 3º Quadrimestre";"Haveres Financeiros";1251360996282,76
Governo Federal;1;BR;Executivo;8569324;"Até o 3º Quadrimestre";"Aplicações Financeiras";391079925412,41
Governo Federal;1;BR;Executivo;8569324;"Até o 3º Quadrimestre";"Disponibilidades do FAT";320812311974,45
Governo Federal;1;BR;Executivo;8569324;"Até o 3º Quadrimestre";"Aplicações de Fundos Diversos Junto ao Setor Privado";70267613437,96
Governo Federal;1;BR;Executivo;8569324;"Até o 3º Quadrimestre";"Renegociação de Dívidas de Entes da Federação";602937307404,78
Governo Federal;1;BR;Executivo;8569324;"Até o 3º Quadrimestre";"Dívida Renegociada de Estados e Municípios (Lei nº 9.496/1997 e MP nº 2.185/2001)";587978253195,21
Governo Federal;1;BR;Executivo;8569324;"Até o 3º Quadrimestre";"Créditos da Lei nº 8.727/93";8082723935,92
Governo Federal;1;BR;Executivo;8569324;"Até o 3º Quadrimestre";"Dívida Externa Renegociada (Aviso MF nº 30 e outros)";7742154734,81
Governo Federal;1;BR;Executivo;8569324;"Até o 3º Quadrimestre";"Demais Dívidas Renegociadas";38309522598,89
Governo Federal;1;BR;Executivo;8569324;"Até o 3º Quadrimestre";"Ajustes para Perdas";-39175347060,05
Governo Federal;1;BR;Executivo;8569324;"Até o 3º Quadrimestre";"Demais Ativos Financeiros";257343763465,57
Governo Federal;1;BR;Executivo;8569324;"Até o 3º Quadrimestre";"Outros Créditos Bancários";261008350351,06
Governo Federal;1;BR;Executivo;8569324;"Até o 3º Quadrimestre";"Ajustes para Perdas";-3664586885,49
Governo Federal;1;BR;Executivo;8569324;"Até o 3º Quadrimestre";"(-) Restos a Pagar Processados";74099053543,07
Governo Federal;1;BR;Executivo;8569324;"Até o 3º Quadrimestre";"DÍVIDA CONSOLIDADA LÍQUIDA (DCL) (III) = (I - II)";3584559934634,42
Governo Federal;1;BR;Executivo;8569324;"Até o 3º Quadrimestre";"RECEITA CORRENTE LÍQUIDA - RCL";905658589594,29
Governo Federal;1;BR;Executivo;8569324;"Até o 3º Quadrimestre";"% da DC sobre a RCL (I/RCL)";684,65
Governo Federal;1;BR;Executivo;8569324;"Até o 3º Quadrimestre";"% da DCL sobre a RCL (III/RCL)";395,8
